id,producto_id,sku,color,codigo_color,talla,stock_total,stock_reservado,codigo_barras,imagen,activo,created_at,updated_at
1,8376765,MYN-8376765-UNICA,Azul marino / Azul,,UNICA,9,0,0008376765011,https://assets.myntassets.com/assets/images/8376765/2019/2/14/c93b7d05-6311-497e-ad00-7395c266a9771550142767008-Lino-Perros-Women-Navy-Blue-Solid-Backpack-3271550142765402-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
2,9136281,MYN-9136281-UNICA,Azul marino / Azul,,UNICA,28,0,0009136281017,https://assets.myntassets.com/assets/images/9136281/2021/1/5/76e86881-810a-4c7f-9860-4fc07a93571a1609850007038-Tommy-Hilfiger-Stripe-Line-Signature-Tape-3481609850004862-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
3,17633752,MYN-17633752-S,Rosado,#FFC0CB,S,14,0,0017633752015,https://assets.myntassets.com/assets/images/17633752/2022/12/2/798da268-99f2-43c5-bc75-676b69ade7ac1669953532805LavieAriesWomenPinkMiniBackpack1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
4,1376949,MYN-1376949-UNICA,Gris,#808080,UNICA,13,0,0001376949016,https://assets.myntassets.com/assets/images/1376949/2022/12/1/756cb321-b3b8-4246-b3c7-317980b06b071669873465440-F-Gear-Unisex-Navy--Grey-Printed-Burner-Backpack-41416698734-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
5,13939916,MYN-13939916-M,Azul,#0000FF,M,21,0,0013939916014,https://assets.myntassets.com/assets/images/productimage/2021/3/23/ce9de137-9aae-4010-b713-0712565ce90b1616473101960-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
6,22409156,MYN-22409156-26,Café,#8B4513,26,28,0,0022409156010,https://assets.myntassets.com/assets/images/22409156/2023/3/18/c3889f7f-9324-4f7c-9bfc-5cb1c6508bc51679101487453Belts1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
7,22409156,MYN-22409156-28,Café,#8B4513,28,20,0,0022409156027,https://assets.myntassets.com/assets/images/22409156/2023/3/18/c3889f7f-9324-4f7c-9bfc-5cb1c6508bc51679101487453Belts1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
8,22409156,MYN-22409156-30,Café,#8B4513,30,25,0,0022409156034,https://assets.myntassets.com/assets/images/22409156/2023/3/18/c3889f7f-9324-4f7c-9bfc-5cb1c6508bc51679101487453Belts1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
9,22409156,MYN-22409156-32,Café,#8B4513,32,17,0,0022409156041,https://assets.myntassets.com/assets/images/22409156/2023/3/18/c3889f7f-9324-4f7c-9bfc-5cb1c6508bc51679101487453Belts1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
10,22409156,MYN-22409156-34,Café,#8B4513,34,29,0,0022409156058,https://assets.myntassets.com/assets/images/22409156/2023/3/18/c3889f7f-9324-4f7c-9bfc-5cb1c6508bc51679101487453Belts1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
11,22409156,MYN-22409156-36,Café,#8B4513,36,13,0,0022409156065,https://assets.myntassets.com/assets/images/22409156/2023/3/18/c3889f7f-9324-4f7c-9bfc-5cb1c6508bc51679101487453Belts1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
12,18985918,MYN-18985918-XXS,Azul marino / Azul,,XXS,25,0,0018985918012,https://assets.myntassets.com/assets/images/18985918/2022/7/19/84f2e81e-c9f3-48bf-8e77-aa8802476c8d1658235336934-Tommy-Hilfiger-Women-Tshirts-6251658235336178-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
13,18985918,MYN-18985918-XS,Azul marino / Azul,,XS,8,0,0018985918029,https://assets.myntassets.com/assets/images/18985918/2022/7/19/84f2e81e-c9f3-48bf-8e77-aa8802476c8d1658235336934-Tommy-Hilfiger-Women-Tshirts-6251658235336178-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
14,18985918,MYN-18985918-S,Azul marino / Azul,,S,8,0,0018985918036,https://assets.myntassets.com/assets/images/18985918/2022/7/19/84f2e81e-c9f3-48bf-8e77-aa8802476c8d1658235336934-Tommy-Hilfiger-Women-Tshirts-6251658235336178-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
15,18985918,MYN-18985918-M,Azul marino / Azul,,M,8,0,0018985918043,https://assets.myntassets.com/assets/images/18985918/2022/7/19/84f2e81e-c9f3-48bf-8e77-aa8802476c8d1658235336934-Tommy-Hilfiger-Women-Tshirts-6251658235336178-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
16,18985918,MYN-18985918-L,Azul marino / Azul,,L,8,0,0018985918050,https://assets.myntassets.com/assets/images/18985918/2022/7/19/84f2e81e-c9f3-48bf-8e77-aa8802476c8d1658235336934-Tommy-Hilfiger-Women-Tshirts-6251658235336178-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
17,18985918,MYN-18985918-XL,Azul marino / Azul,,XL,22,0,0018985918067,https://assets.myntassets.com/assets/images/18985918/2022/7/19/84f2e81e-c9f3-48bf-8e77-aa8802476c8d1658235336934-Tommy-Hilfiger-Women-Tshirts-6251658235336178-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
18,1728397,MYN-1728397-6,Café,#8B4513,6,17,0,0001728397014,https://assets.myntassets.com/assets/images/1728397/2017/1/19/11484808067909-Mactree-Men-Brown-Solid-Mid-Top-Flat-Boots-1051484808067777-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
19,1728397,MYN-1728397-7,Café,#8B4513,7,29,0,0001728397021,https://assets.myntassets.com/assets/images/1728397/2017/1/19/11484808067909-Mactree-Men-Brown-Solid-Mid-Top-Flat-Boots-1051484808067777-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
20,1728397,MYN-1728397-8,Café,#8B4513,8,20,0,0001728397038,https://assets.myntassets.com/assets/images/1728397/2017/1/19/11484808067909-Mactree-Men-Brown-Solid-Mid-Top-Flat-Boots-1051484808067777-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
21,1728397,MYN-1728397-9,Café,#8B4513,9,12,0,0001728397045,https://assets.myntassets.com/assets/images/1728397/2017/1/19/11484808067909-Mactree-Men-Brown-Solid-Mid-Top-Flat-Boots-1051484808067777-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
22,1728397,MYN-1728397-10,Café,#8B4513,10,22,0,0001728397052,https://assets.myntassets.com/assets/images/1728397/2017/1/19/11484808067909-Mactree-Men-Brown-Solid-Mid-Top-Flat-Boots-1051484808067777-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
23,1728397,MYN-1728397-12,Café,#8B4513,12,17,0,0001728397069,https://assets.myntassets.com/assets/images/1728397/2017/1/19/11484808067909-Mactree-Men-Brown-Solid-Mid-Top-Flat-Boots-1051484808067777-1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
24,21427828,MYN-21427828-3,Sin especificar,,3,28,0,0021427828015,https://assets.myntassets.com/assets/images/21427828/2023/1/5/8e2d9bd5-a96e-45a8-b6e3-9bc2920f17c01672919599343Boots1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
25,21427828,MYN-21427828-4,Sin especificar,,4,9,0,0021427828022,https://assets.myntassets.com/assets/images/21427828/2023/1/5/8e2d9bd5-a96e-45a8-b6e3-9bc2920f17c01672919599343Boots1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
26,21427828,MYN-21427828-5,Sin especificar,,5,20,0,0021427828039,https://assets.myntassets.com/assets/images/21427828/2023/1/5/8e2d9bd5-a96e-45a8-b6e3-9bc2920f17c01672919599343Boots1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
27,21427828,MYN-21427828-6,Sin especificar,,6,26,0,0021427828046,https://assets.myntassets.com/assets/images/21427828/2023/1/5/8e2d9bd5-a96e-45a8-b6e3-9bc2920f17c01672919599343Boots1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
28,21427828,MYN-21427828-7,Sin especificar,,7,20,0,0021427828053,https://assets.myntassets.com/assets/images/21427828/2023/1/5/8e2d9bd5-a96e-45a8-b6e3-9bc2920f17c01672919599343Boots1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
29,21427828,MYN-21427828-8,Sin especificar,,8,18,0,0021427828060,https://assets.myntassets.com/assets/images/21427828/2023/1/5/8e2d9bd5-a96e-45a8-b6e3-9bc2920f17c01672919599343Boots1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
30,17372928,MYN-17372928-S,Negro / Blanco,,S,26,0,0017372928016,https://assets.myntassets.com/assets/images/17372928/2022/6/21/04ad26cd-e5c5-42e0-a0bb-693927491e1f1655827310029TheSouledStoreMenBlueWhiteAbstractPrintedBoxers1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
31,17372928,MYN-17372928-M,Negro / Blanco,,M,27,0,0017372928023,https://assets.myntassets.com/assets/images/17372928/2022/6/21/04ad26cd-e5c5-42e0-a0bb-693927491e1f1655827310029TheSouledStoreMenBlueWhiteAbstractPrintedBoxers1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
32,17372928,MYN-17372928-L,Negro / Blanco,,L,17,0,0017372928030,https://assets.myntassets.com/assets/images/17372928/2022/6/21/04ad26cd-e5c5-42e0-a0bb-693927491e1f1655827310029TheSouledStoreMenBlueWhiteAbstractPrintedBoxers1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
33,17372928,MYN-17372928-XL,Negro / Blanco,,XL,23,0,0017372928047,https://assets.myntassets.com/assets/images/17372928/2022/6/21/04ad26cd-e5c5-42e0-a0bb-693927491e1f1655827310029TheSouledStoreMenBlueWhiteAbstractPrintedBoxers1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
34,15115018,MYN-15115018-S,Gris,#808080,S,26,0,0015115018017,https://assets.myntassets.com/assets/images/15115018/2024/1/18/eab71c60-6f41-47be-917f-90cadb2f43aa1705571578396JockeyNon-WiredNon-PaddedCombedCottonWorkoutBra1376-01051.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
35,15115018,MYN-15115018-M,Gris,#808080,M,15,0,0015115018024,https://assets.myntassets.com/assets/images/15115018/2024/1/18/eab71c60-6f41-47be-917f-90cadb2f43aa1705571578396JockeyNon-WiredNon-PaddedCombedCottonWorkoutBra1376-01051.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
36,15115018,MYN-15115018-L,Gris,#808080,L,30,0,0015115018031,https://assets.myntassets.com/assets/images/15115018/2024/1/18/eab71c60-6f41-47be-917f-90cadb2f43aa1705571578396JockeyNon-WiredNon-PaddedCombedCottonWorkoutBra1376-01051.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
37,15115018,MYN-15115018-XL,Gris,#808080,XL,16,0,0015115018048,https://assets.myntassets.com/assets/images/15115018/2024/1/18/eab71c60-6f41-47be-917f-90cadb2f43aa1705571578396JockeyNon-WiredNon-PaddedCombedCottonWorkoutBra1376-01051.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
38,15115018,MYN-15115018-3XL,Gris,#808080,3XL,23,0,0015115018055,https://assets.myntassets.com/assets/images/15115018/2024/1/18/eab71c60-6f41-47be-917f-90cadb2f43aa1705571578396JockeyNon-WiredNon-PaddedCombedCottonWorkoutBra1376-01051.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
39,22063882,MYN-22063882-30B,Sin especificar,,30B,29,0,0022063882010,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
40,22063882,MYN-22063882-30C,Sin especificar,,30C,26,0,0022063882027,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
